smiles,base_material,dielectric_constant,tg_celsius,density_g_cm3,thickness_nm,applied_voltage,temp_c,sim_capacitance_F,sim_status
COCC(C)CC(C)C,PP,2.243159386072541,-14.021964428190357,0.909619293807118,4548.717404706166,237.45202150723503,100,49.18671666278061,Success
NCC(F)(F)CC(F)(F)C#N,PVDF,11.953026024942895,-35.407112237903824,1.7607710825193468,584.0073046386277,94.66200432587556,200,1819.10507957473,Success
FC(F)(F)CC(C)(C(=O)OC)CC(C)(C(=O)OC)CCC,PMMA,2.929019431188996,105.32813804174224,1.2023110515077924,1524.1721737768748,492.386014915725,100,0.0,Failed
ClCC(C)(C(=O)OC)CC(C)(C(=O)OC)CCC,PMMA,2.931639931478366,105.3198114834602,1.2209065709552025,2523.7304237837725,222.83016508043784,300,0.0,Failed
ClCC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.499025812282014,97.54707520681193,1.0316358949338635,2042.0562295060884,433.6018630603961,100,0.0,Failed
NCCCCCC(=O)NCCC,Nylon-6,3.5966352990661057,45.32600669553,1.1142635678364303,3449.1668559716454,219.68229036039023,100,98.3098541243287,Success
FC(F)(F)CC(Cl)CC(Cl)C#N,PVC,3.5675905561271417,78.47070562699899,1.3587074543723945,4921.077384517153,180.3963748574832,100,0.0,Failed
ClCCCCCC(=O)NC(F)(F)F,Nylon-6,3.4989194677989293,45.8139496025347,1.174262820037677,4190.260585522501,473.1024149794614,100,79.72805191321649,Success
c1ccccc1CC(F)(F)CC(F)(F)C(F)(F)F,PVDF,11.96117227611005,-33.45233786019129,1.7758708982767697,1251.6359009642606,78.34671025272971,200,0.0,Failed
NCC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.5176842096539738,97.73126081669884,1.0657350624728454,4902.176051710021,261.46692099949314,100,0.0,Failed
CCC(=O)c1ccc(cc1)C(=O)OCCOOC,PET,3.358141775900032,70.39483503871942,1.370017920152438,4306.269699872579,419.44903820731975,100,74.7628271482816,Success
c1ccccc1CCCCCC(=O)NCC,Nylon-6,3.5657526090186096,43.297062459014434,1.1446121657157968,873.2417434342751,418.1594408139717,25,0.0,Failed
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.918726191906816,144.22765919018195,1.247363193693714,3044.8106205377712,406.0137096711747,300,91.0634699535394,Success
FC(F)(F)C(F)(F)C(F)(F)OC,PTFE,2.0224111731705428,118.45077033345564,2.1532471936001505,4636.49571367396,438.5679446557126,25,44.086019272151496,Success
CC(=O)CCCCCOC,PE,2.154300447699574,-124.21220110669915,0.8883312430453894,1072.5005218971935,24.94760358102486,200,184.609310098416,Success
CCCCCCCC(=O)NOC,Nylon-6,3.543258178005745,48.84552420462733,1.1208989312452622,4248.53109787086,474.2766880719755,25,0.0,Failed
COCCCCCC(=O)NCCC,Nylon-6,3.507407837245874,48.13266049733088,1.129561358273807,3723.254464774773,117.83170128639192,300,0.0,Failed
NC(F)(F)C(F)(F)CC,PTFE,2.046944552886286,119.68783407288566,2.2224135396682674,1607.8814387431469,170.8456232672809,100,0.0,Failed
CCCC(F)(F)C(F)(F)CCC,PTFE,2.023480647242802,113.05449916828738,2.183564167162224,2823.8529490862843,356.89084923218746,200,69.7137163547261,Success
c1ccccc1CCCCCC(=O)NCCC,Nylon-6,3.522571624361031,49.84549771851004,1.1751326355774538,917.2701124078408,27.90236124865378,100,346.819627036448,Success
CCCCCCCC(=O)NC(=O)O,Nylon-6,3.5509543281418554,49.820715033025344,1.146096994352111,4396.006559648546,109.3448652264627,200,0.0,Failed
CC(=O)CCCCCC(=O)NC,Nylon-6,3.494889095494168,47.94940151675469,1.0912038405315163,3847.1368561971503,21.451515822387947,25,0.0,Failed
ClCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,2.98087755615596,100.49919809286916,1.1919317341531768,2398.520530027441,187.2990557946512,200,116.553768554774,Success
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.844254328422142,148.23799651521824,1.2278473845146791,2312.687443283502,365.8930511116339,200,0.0,Failed
c1ccccc1CC(C)CC(C)C(F)(F)F,PP,2.29996323346929,-5.28960469933152,0.878082180431086,4038.365827900855,56.163390262535096,200,56.3234328537667,Success
c1ccccc1CC(C)(C(=O)OC)CC(C)(C(=O)OC)C#N,PMMA,3.0896922367083057,100.35379344559644,1.199832727174795,1048.5540616614758,302.1513576504883,200,267.707443519188,Success
COCCCCCC(=O)O,PE,2.150173554742567,-115.49553688069618,0.8711024318653311,3811.953599115599,139.611399896464,100,55.6540296340404,Success
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.238264966370476,78.3853512397092,1.3487591713683549,4715.279650334379,18.007126864866926,200,0.0,Failed
ClC(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.3100330191176965,73.88253253573703,1.38896338677179,4342.2548124755385,125.83240346816096,300,0.0,Failed
NCC(C)CC(C)C(=O)O,PP,2.275769102916914,-10.246522452020509,0.899507752662479,1231.7572039050526,59.24772875198237,25,170.320099682193,Success
NCC(Cl)CC(Cl)C#N,PVC,3.401047007732718,79.00920910567196,1.3524651765217162,3477.959769736835,260.0873753521804,25,92.543811703481,Success
FC(F)(F)CC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,3.022086456515212,102.29485966285796,1.2002067952258668,3361.8306254264203,428.3540216318946,100,0.0,Failed
NCCCCCCCC,PE,2.111356283973548,-123.13252211942036,0.9271231259820714,4460.029254012299,92.15171605838628,100,0.0,Failed
COCC(F)(F)CC(F)(F)Cl,PVDF,11.969269786153708,-39.72727150820558,1.8172000413051967,4077.3653446986336,452.4496447395935,100,0.0,Failed
c1ccccc1CC(F)(F)CC(F)(F)CCC,PVDF,11.928532611555982,-37.57733987871586,1.7441680568386038,3089.360271107804,169.63018819805404,200,348.145705601225,Success
FC(F)(F)CC(F)(F)CC(F)(F)CCC,PVDF,12.060952888360331,-39.65263770955516,1.73962389179342,2982.7782603262635,153.91327396070096,300,0.0,Failed
c1ccccc1CC(C)(C(=O)OC)CC(C)(C(=O)OC)CCC,PMMA,2.914255942455807,107.79633915324048,1.2054353725948124,2094.3708514757245,230.9940542718174,300,0.0,Failed
COCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,2.937059117616645,103.7013815054976,1.1734661007982623,1853.107495249097,182.1899045882337,100,147.046731491412,Success
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.804192661253437,143.75390791260403,1.2024732392837687,4968.097626657474,314.5104855548037,200,0.0,Failed
COCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.4551009254835963,102.33401420678604,1.016488168768957,1583.1863584908651,433.5033415605937,200,0.0,Failed
CCC(C)CC(C)OC,PP,2.28238236793912,-10.053150718920993,0.8693689275854899,797.7203935273851,224.26707725718543,100,260.127907832064,Success
c1ccccc1CC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.457529027752216,95.3732454699404,1.040556010875924,3619.861507886952,112.05121513185816,300,65.9483148783822,Success
CC(=O)CC(F)(F)CC(F)(F)CCC,PVDF,11.907092377507269,-36.012853306071804,1.805303768317244,898.3804538269455,237.4465732782284,200,0.0,Failed
NCC(C)CC(C)C#N,PP,2.2707832481021546,-9.108991391509855,0.9408748359518132,2027.474073997497,379.2907342028728,300,105.7831256238,Success
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.3528803145597994,73.10376959453018,1.3902202347378871,4062.414470224732,362.7102549783728,200,0.0,Failed
FC(F)(F)C(F)(F)C(F)(F)C,PTFE,2.1388697578025053,116.360269752313,2.172542644793351,3606.24014531311,336.14573257235674,200,0.0,Failed
c1ccccc1CC(Cl)CC(Cl)Cl,PVC,3.451834214394152,81.60020197177207,1.4362970085925857,1564.0162692680328,93.8737815768118,300,202.210264185627,Success
CCC(F)(F)C(F)(F)C(=O)O,PTFE,2.1952070306588323,112.4671328849258,2.210707456384532,837.8934381248991,469.41797828979753,25,238.79867005382096,Success
CC(F)(F)C(F)(F)C(=O)O,PTFE,2.099851203524377,119.47221190563528,2.1582752954268254,1599.3221748461078,132.00954070304124,100,0.0,Failed
CCCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,2.999621035513888,100.62681067348792,1.164114361254926,1763.2414485594088,130.9096913115501,200,0.0,Failed
ClC(F)(F)C(F)(F)Cl,PTFE,2.150607464431463,115.84732035912226,2.17461081223708,1751.7818728409725,317.0331496477866,100,0.0,Failed
CC(=O)CC(C)CC(C)C,PP,2.1056832739610627,-8.349305468065243,0.8690669105054222,2956.7057936617807,460.88865335917774,300,0.0,Failed
FC(F)(F)CCCCCC(=O)NCl,Nylon-6,3.581630436077632,42.87734815538241,1.1426846564422397,4619.454778939186,319.020734721968,25,0.0,Failed
ClC(F)(F)C(F)(F)C(F)(F)F,PTFE,2.0431596788538857,117.28320992062235,2.2067030862639685,1223.838394954741,206.00037465137308,100,0.0,Failed
COCC(Cl)CC(Cl)CC,PVC,3.446310816290881,77.85436308437751,1.4299398983038518,1850.792588100981,119.25293739190336,200,0.0,Failed
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(F)(F)F,Polycarbonate,2.934607458255777,148.34703033798067,1.2142045787047848,2181.909911979221,360.00300224305033,25,125.695727662496,Success
NCC(c1ccccc1)CC(c1ccccc1)Cl,Polystyrene,2.502341859351048,104.89577466184085,1.0929085024586491,4976.240537724354,345.54561806135365,200,0.0,Failed
FC(F)(F)C(F)(F)C(F)(F)CC,PTFE,2.102677634481997,118.2601358743131,2.2418844803309392,4692.738225336336,95.03971792587022,100,0.0,Failed
COCC(C)(C(=O)OC)CC(C)(C(=O)OC)CCC,PMMA,2.9029888892598823,108.24678893566193,1.193759234111637,1477.575508221732,24.695429118848047,300,0.0,Failed
CCC(Cl)CC(Cl)CC,PVC,3.4138702671661387,75.03078084299759,1.4143484665412276,1226.2947832202708,132.15198283065746,100,253.282591306374,Success
ClC(F)(F)C(F)(F)C,PTFE,2.018779613548636,111.7794290194056,2.2028830545384066,2932.00042592456,69.47385102330564,300,67.17354625568649,Success
FC(F)(F)CC(C)CC(C)C(F)(F)F,PP,2.1427464055527468,-5.0454730877066805,0.8566979295954175,3588.008919878746,373.6782613269007,200,58.7007404008156,Success
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.213626955631818,71.08821723059413,1.3374469107550968,1235.444994589898,147.4262572483012,25,237.111107399806,Success
CCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.8585742777608534,147.96231520530506,1.2318758704985169,3065.41153488458,50.19170139212768,300,88.7430362976995,Success
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,2.993185038627573,109.29168649128056,1.2162283430051817,4175.48758947551,65.09632894379777,100,0.0,Failed
CC(=O)CC(Cl)CC(Cl)C(=O)O,PVC,3.472232438602952,79.83587623825834,1.4242929960852455,1324.4166614033948,140.75009886989562,100,238.923024853201,Success
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.807971542919983,145.9707485819855,1.1791249501176495,1297.3622884163285,424.4654993961505,25,198.41111291354,Success
ClCC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.4744385274828606,104.53416789849048,1.0759973277954753,3568.5694291186755,216.97421344289248,300,67.24481738459731,Success
NOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.853508945933087,146.9901433700706,1.154441296696486,3105.709943999609,55.45300737967862,25,87.5113269651913,Success
NCC(Cl)CC(Cl)C(=O)O,PVC,3.43882834508428,77.7344007291294,1.3644381622559365,577.7385951369813,132.6127133051948,100,0.0,Failed
CC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.3704857838904414,70.38531566110058,1.3378860900358551,2166.533773560133,354.2152735378511,300,0.0,Failed
COCCCCCCC,PE,2.184711430931729,-117.4728238878969,0.8927079697494815,4346.720222250967,141.22167796993187,25,50.1897286919614,Success
CC(=O)CC(F)(F)CC(F)(F)OC,PVDF,11.967445487805891,-36.71204601033466,1.7788930059722647,2999.3331377010995,470.054069922038,100,0.0,Failed
ClCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.5557246125615256,98.87803828564913,1.0036647513972372,1544.504213321162,450.07081625465054,100,0.0,Failed
CCCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.4498580521209035,102.9998394208255,1.0141316494869574,1816.450126725268,321.4037521680844,300,126.100605240792,Success
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.9797282532149207,149.38023978812114,1.2086944557631971,4868.734669959576,464.1731077984866,25,0.0,Failed
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.8128347686115576,141.9584491134792,1.1621697889391238,4509.75249857523,269.8504054637909,300,60.777633192438095,Success
CCC(Cl)CC(Cl)CCC,PVC,3.486427053860623,80.92333881006888,1.369691951443205,1436.906681706817,216.567499741688,300,0.0,Failed
CCC(Cl)CC(Cl)Cl,PVC,3.406778183240943,79.84410624170485,1.3714822658964718,1620.163330897673,293.2624052951064,300,0.0,Failed
CCCC(F)(F)C(F)(F)C#N,PTFE,2.0048163810917345,114.87407685789546,2.165769519097487,3561.333382416789,499.7645305832032,100,0.0,Failed
NCC(F)(F)CC(F)(F)C(F)(F)F,PVDF,12.046944269932164,-35.89700110249849,1.7982570575162842,3077.1592194741525,357.6845120693672,300,352.91080252023903,Success
ClCC(C)CC(C)OC,PP,2.2280161196702264,-9.630309934433352,0.9318257453765172,3925.708305930512,83.69968194029728,200,55.8779205867688,Success
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.8859745892104587,146.47265990100271,1.2108879931860168,3644.5113032295167,306.1698813575205,300,75.9514825485581,Success
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(=O)O,Polycarbonate,2.847950017454602,144.9761770680009,1.1867314774958275,4069.615673632148,135.7891068306251,25,67.8402285515401,Success
CCC(F)(F)C(F)(F)Cl,PTFE,2.068433203030422,110.88560578903424,2.218664472628515,4999.571163468106,114.16583547882858,100,0.0,Failed
c1ccccc1CC(c1ccccc1)CC(c1ccccc1)Cl,Polystyrene,2.4864052351948134,103.45666703629152,1.0197016387620117,3808.1886984423672,300.81943035774447,100,0.0,Failed
FC(F)(F)CCCCCC(=O)NC(=O)O,Nylon-6,3.529601872990704,44.3033328444704,1.127723830093177,2759.4237195555447,192.3541554031117,25,0.0,Failed
ClCC(F)(F)CC(F)(F)OC,PVDF,12.038307414245285,-35.96213258980026,1.827750181211406,3683.693890675292,95.66544189914558,300,295.261883616252,Success
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.965841249722096,149.58636783956183,1.2003560518499046,4236.890844209702,314.2513439149857,200,0.0,Failed
NCC(C)CC(C)OC,PP,2.176686312878121,-8.925749648707814,0.8515863638808365,2979.2975436925763,39.62238806593862,25,0.0,Failed
CCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(=O)O,Polycarbonate,2.983911390676788,147.2571194747005,1.184123416915263,2327.9089037805707,361.9482740281617,25,120.059042246557,Success
CCCC(Cl)CC(Cl)CCC,PVC,3.463003538620671,75.63757408105093,1.4211046355577792,3559.6943413925223,119.98710316796752,25,92.0271910985024,Success
ClCCCCCC(=O)NCCC,Nylon-6,3.490635479679705,49.89180717199935,1.1290546232802747,2498.6081798668183,345.2747856735537,200,130.197150155134,Success
CCCCC(Cl)CC(Cl)C(=O)O,PVC,3.5792984471441867,84.10299055362952,1.4480595313687212,4211.831886947399,158.3178477788624,300,0.0,Failed
FC(F)(F)CCCCCC,PE,2.219712359943608,-118.7970943830894,0.8840015401945136,4988.49685249815,353.4202649549071,200,0.0,Failed
ClCCCCCC(=O)NC,Nylon-6,3.590500175010704,46.88256674762527,1.1687190631292967,1079.246659924839,92.62135630805416,200,0.0,Failed
NCC(F)(F)CC(F)(F)CCC,PVDF,11.960491890776025,-33.953713853221345,1.7862468196862666,4613.703915033405,401.3472621389347,200,235.017032492022,Success
CCCCCCCCC,PE,2.123123995188714,-123.34485886703816,0.8854659891497159,1877.7147238255857,203.1472236131196,25,0.0,Failed
FC(F)(F)CC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.4817367685906504,100.01104700448532,1.032672259146186,4674.881735628326,412.9158845375549,100,0.0,Failed
CCC(F)(F)CC(F)(F)Cl,PVDF,12.051981951944088,-33.37378425531413,1.8276309244852853,2314.4782919438967,387.6420697940768,100,0.0,Failed
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.857070938966773,145.39296159624,1.2443073684128745,4354.805985537654,495.5437836057269,300,0.0,Failed
NCC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,2.9725949998472743,106.0782482293536,1.192550481514843,702.2307704678374,128.78719538930318,300,0.0,Failed
c1ccccc1CC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.416931417846537,104.47951998789716,1.0030538885587374,1070.8014889784858,68.20823713188796,200,206.632208681109,Success
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.829485644180258,143.40362138852166,1.210882737257092,1938.7330188242047,181.904265963082,300,0.0,Failed
FC(F)(F)C(F)(F)C(F)(F)CCC,PTFE,2.007774937964706,116.68624308940409,2.199081155685548,2362.3752405336254,227.7435633152214,300,0.0,Failed
ClCCCCCC(=O)NC(=O)O,Nylon-6,3.406878230540757,48.49993671908983,1.1261543423295814,2571.7461870954708,34.6027894720235,200,0.0,Failed
CCCCCCCCC(=O)NCC,Nylon-6,3.468188933353695,48.74587422863406,1.1777163109252464,1275.8678681405304,132.6950903254624,200,247.475887581716,Success
CCCCC(Cl)CC(Cl)OC,PVC,3.457340269193439,78.09210381247203,1.37442188508833,4752.270062671708,414.4572765755833,25,69.80406455672491,Success
ClCC(C)(C(=O)OC)CC(C)(C(=O)OC)C#N,PMMA,2.909365130894626,108.76253780471792,1.180929786354196,2256.953796322414,230.6619599655516,300,120.696422140703,Success
COCC(C)CC(C)C#N,PP,2.2022271730648058,-12.902188976493496,0.8992554213717142,1002.7143729408434,41.10644037859137,25,0.0,Failed
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.847797498205001,144.09153391021786,1.1901297015215453,1645.9578651114664,301.9063401007778,300,159.921316554413,Success
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.935990920148756,143.02560349761822,1.249594793065958,579.5881739117127,41.78526965615709,25,0.0,Failed
FC(F)(F)CCCCCC(=O)NC,Nylon-6,3.582054154309676,44.26634095011671,1.1484002426861415,2261.4151174235744,52.12537146320399,300,0.0,Failed
COC(=O)c1ccc(cc1)C(=O)OCCOOC,PET,3.365334268426741,77.65140045962616,1.397066223148454,4003.6821455667537,418.3710793709972,25,0.0,Failed
CC(=O)CCCCCC(F)(F)F,PE,2.211729223584675,-116.95987207183715,0.9336265886449294,2752.359042819416,218.9417724734077,300,77.4467164379052,Success
CC(F)(F)C(F)(F)OC,PTFE,2.000228500422225,115.34729051528107,2.183565253298568,1224.6074734998967,168.1308913725235,25,151.36429771798498,Success
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.824066444801704,143.57710845452462,1.2360833999431473,4625.370645324354,183.53118301073343,100,59.53467041552869,Success
COC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.331683746742574,74.693278464856,1.3870807770060551,4259.092596110404,175.6681359167004,200,0.0,Failed
CCCC(F)(F)CC(F)(F)C(=O)O,PVDF,12.043306787639438,-37.59668347363306,1.7850838861493747,3771.686981544464,225.52184593407475,200,0.0,Failed
COCC(F)(F)CC(F)(F)CCC,PVDF,11.961310588273149,-30.96580555547868,1.7598638602920484,4208.619727415671,173.57809998907848,200,257.427161031629,Success
FC(F)(F)CCCCCC(=O)O,PE,2.196153445502463,-124.51542201549653,0.8752233223341986,2436.414140699241,83.85188897038363,25,0.0,Failed
CCCC(Cl)CC(Cl)OC,PVC,3.5034916090039454,80.98151944160047,1.4124411277770224,912.97696319088,217.5672859724252,200,0.0,Failed
NC(F)(F)C(F)(F)CCC,PTFE,2.1339519184567983,118.00608869761204,2.204592170166213,3453.76153082952,292.1190791254248,200,60.634629983199005,Success
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.276855955745032,71.49416802535711,1.3773898599574244,4592.78548259428,74.03254414369455,300,0.0,Failed
CCCC(Cl)CC(Cl)C#N,PVC,3.566630035385668,79.79842419510126,1.3500192460618756,4868.900707326755,260.7216846758629,25,70.1754917487396,Success
CC(=O)CC(C)CC(C)C(=O)O,PP,2.1311858860960404,-5.5447258456369735,0.8664978625837096,1235.9152939457122,167.934294699616,200,0.0,Failed
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.208918362480772,73.15295317465097,1.3678839599903712,594.0786055492094,149.36913928913515,200,0.0,Failed
NCCCCCC(=O)NCl,Nylon-6,3.421316403044928,48.46719271279605,1.131623455040275,569.8129526583721,436.7436481422521,100,0.0,Failed
FC(F)(F)CC(F)(F)CC(F)(F)OC,PVDF,12.0214860026586,-39.60458870831597,1.8062722489358147,4776.177335168699,435.9120385215091,300,0.0,Failed
ClCC(C)(C(=O)OC)CC(C)(C(=O)OC)Cl,PMMA,2.9697808597324102,100.4306637813043,1.164575621664946,1377.2104790581052,496.6223519111405,25,197.69516407185,Success
FC(F)(F)CCCCCC(=O)NOC,Nylon-6,3.4553616687689965,46.71134352192537,1.116970587597326,4581.5035446423135,241.9933499282604,25,72.2819588421884,Success
COCC(Cl)CC(Cl)C(=O)O,PVC,3.560712302842578,83.52836746376492,1.3892775904822103,4505.27099636481,182.15524152489365,300,0.0,Failed
COCC(F)(F)CC(F)(F)C(=O)O,PVDF,11.967603311235065,-36.20044871868801,1.804265739577066,3303.0904044365684,407.1231411524545,300,0.0,Failed
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.9760005729151566,149.62038927864117,1.2198960625177944,1999.335332430462,271.8752301564343,300,0.0,Failed
ClC(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.235961033259128,73.75193449807068,1.371927876050934,2221.079946294002,306.5771718021512,25,0.0,Failed
NCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.5837333259304063,98.20657075278086,1.0905272455770032,3085.5502159106773,113.65042222575306,25,80.300855068072,Success
NCC(Cl)CC(Cl)C(F)(F)F,PVC,3.4131424521958844,84.48417601070948,1.36771268086875,2775.377186002159,105.41420687559103,25,0.0,Failed
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(=O)O,Polycarbonate,2.826686534297992,149.3665621393751,1.1977994472084463,3012.9356389415684,469.87071648899735,300,0.0,Failed
FC(F)(F)CC(C)CC(C)C(=O)O,PP,2.135411090846481,-7.565501194910077,0.934815510541475,3365.1469129820284,285.2359745553803,25,0.0,Failed
CC(=O)CC(C)CC(C)CCC,PP,2.2482927499796004,-6.8955766692644005,0.8708383737365215,3449.998437579271,144.23385226634446,200,0.0,Failed
COCCCCCC#N,PE,2.21478165447382,-121.31553772747615,0.8819343021834944,3242.2026194801647,171.5760189019104,300,66.52033815462799,Success
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.9467992910790706,141.3633950434943,1.1690421240974185,4979.5440339895695,226.7776799364624,200,57.6428716427429,Success
FC(F)(F)CCCCCC(=O)NC#N,Nylon-6,3.4784768178266026,46.80197532927615,1.143903962691389,3848.812607350643,493.58532596119255,100,0.0,Failed
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.809368311193293,141.9081053283696,1.1615886026293605,4396.737758084131,188.884725967473,25,0.0,Failed
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.8713900465434605,149.15830009004745,1.171088027781154,3690.464968604057,399.67223276905753,100,0.0,Failed
CCCC(=O)c1ccc(cc1)C(=O)OCCOCl,PET,3.2848183804661013,70.70031520393596,1.4101474796345248,703.1749353892069,178.3668577288767,200,420.476079279678,Success
NOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.9330770065087592,145.79325259920049,1.2101673944902978,3842.614005901779,110.3853560544823,200,0.0,Failed
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(=O)O,Polycarbonate,2.8784084388898754,149.70044869282358,1.2280907293463093,681.2420930247897,60.35982765586101,100,0.0,Failed
NCC(C)(C(=O)OC)CC(C)(C(=O)OC)OC,PMMA,2.9805782112796275,109.95112181454816,1.2127425021788782,1635.5825039001577,327.39104337300387,25,0.0,Failed
CCCCCCCl,PE,2.248634186631315,-117.81573024301142,0.926716773283622,2300.058905752303,470.0398730440826,200,93.0816893866108,Success
ClCCCCCC(=O)NC#N,Nylon-6,3.4969312361711418,48.46925798483602,1.1308305053446035,3919.2027801141576,451.0460481641586,100,84.6771023031252,Success
CC(=O)CC(F)(F)CC(F)(F)C,PVDF,12.069833654234444,-30.732566015508446,1.760844325380886,3485.3103839968967,363.6900014307379,100,312.656406313713,Success
ClCC(Cl)CC(Cl)CCC,PVC,3.585506778021127,81.2615942247512,1.442527632264474,4294.485323367429,431.9873642061376,300,0.0,Failed
CCCC(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.2273127994273936,79.14934697414527,1.3837092839827037,2067.0526645636346,102.77304922252996,100,144.905883657869,Success
c1ccccc1CCCCCC(F)(F)F,PE,2.287376966100135,-122.55051757413906,0.8822006927040918,3521.527781658467,153.46912732804827,25,0.0,Failed
FC(F)(F)CC(F)(F)CC(F)(F)C(=O)O,PVDF,11.961372404066395,-31.369388297037187,1.7908176770013102,2715.328406884184,148.82391410884122,25,0.0,Failed
CCCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,2.9158903385514523,106.89569302888918,1.142863569781401,2952.8750540080364,486.7885009978704,300,0.0,Failed
CC(=O)CC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,2.980386384710162,105.93125074328614,1.170742763376795,1123.3896095025991,400.7739529773168,100,0.0,Failed
CCCCCCCCC(=O)NC,Nylon-6,3.589922872646701,43.73310631485595,1.1679276230695923,2239.012603327754,221.4159735024961,100,0.0,Failed
ClC(=O)c1ccc(cc1)C(=O)OCCOCCC,PET,3.2127100371176045,75.13958798324987,1.3639316549730145,3546.997917174248,194.72079838219048,200,0.0,Failed
CC(F)(F)C(F)(F)CC,PTFE,2.157394917132515,117.0546657613996,2.169706084448542,1099.8986912165287,204.6161581050655,200,0.0,Failed
c1ccccc1CC(Cl)CC(Cl)C(=O)O,PVC,3.5007605521652976,82.26951591423473,1.4214562086079543,2319.0296094717924,129.96768590057897,25,0.0,Failed
COCC(Cl)CC(Cl)CCC,PVC,3.501700197189649,76.33203214681974,1.4398579744274087,4007.04791459793,245.8810538859276,25,0.0,Failed
COCC(Cl)CC(Cl)Cl,PVC,3.4955054984010934,82.9953222436267,1.4111582268688987,4343.448612891465,299.0158555281813,100,0.0,Failed
ClCCCCCOC,PE,2.145783198111617,-122.34279535606692,0.8740981359421308,2382.888124544868,117.51985868512712,200,0.0,Failed
ClCC(C)CC(C)C#N,PP,2.273815387815287,-8.43601372529477,0.8525196657596056,3800.311904086804,318.68081146848573,100,58.7007081315045,Success
